year_month,monthly_energy_kWh,monthly_cost,monthly_avg_outside_temp
2022-06,8820.105,7056.084,37.0103448275862
2022-07,12388.664166666666,9910.931333333334,41.24666666666667
2022-08,8533.474166666667,6826.779333333333,39.269999999999996
